Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;Букмекер_1;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Букмекер_2;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Букмекер_3;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2016-2017;31-й тур;Бернли;Сток Сити;1;0;Матч завершен 4 апреля 2017;Неизвестно;2,50;3,15;3,37;1,64;2,50;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;03.12.16;Сток Сити;Бернли;2;0;Английская Премьер-лига 2014-2015;16.05.15;Бернли;Сток Сити;0;0;Английская Премьер-лига 2014-2015;22.11.14;Сток Сити;Бернли;1;2;Английская Премьер-лига 2009-2010;10.03.10;Бернли;Сток Сити;1;1;Английская Премьер-лига 2009-2010;15.08.09;Сток Сити;Бернли;2;0;01.04.17;Бернли;Тоттенхэм;0;2;18.03.17;Сандерленд;Бернли;0;0;12.03.17;Ливерпуль;Бернли;2;1;04.03.17;Суонси;Бернли;3;2;25.02.17;ХаллСити;Бернли;1;1;12.02.17;Бернли;Челси;1;1;04.02.17;Уотфорд;Бернли;2;1;01.04.17;Лестер;Сток Сити;2;0;18.03.17;СтокСити;Челси;1;2;08.03.17;МанчестерСити;Сток Сити;0;0;04.03.17;СтокСити;Мидлсбро;2;0;26.02.17;Тоттенхэм;Сток Сити;4;0;11.02.17;СтокСити;Кристал Пэлас;1;0;04.02.17;ВестБромвич;Сток Сити;1;0;Бернли;15;;30;9;5;16;31;44;34;33;33;32;31;28;27;Сток Сити;9;;30;9;9;12;33;44;51;50;44;36;34;34;34
2016-2017;31-й тур;Уотфорд;Вест Бромвич;2;0;Матч завершен 4 апреля 2017;Неизвестно;2,50;3,20;3,37;1,66;2,50;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;03.12.16;Вест Бромвич;Уотфорд;3;1;Английская Премьер-лига 2015-2016;16.04.16;Вест Бромвич;Уотфорд;0;1;Английская Премьер-лига 2015-2016;15.08.15;Уотфорд;Вест Бромвич;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.04.17;Уотфорд;Сандерленд;1;0;18.03.17;КристалПэлас;Уотфорд;1;0;04.03.17;Уотфорд;Саутгемптон;3;4;25.02.17;Уотфорд;Вест Хэм;1;1;11.02.17;МанчестерЮнайтед;Уотфорд;2;0;04.02.17;Уотфорд;Бернли;2;1;31.01.17;Арсенал;Уотфорд;1;2;01.04.17;МанчестерЮнайтед;Вест Бромвич;0;0;18.03.17;ВестБромвич;Арсенал;3;1;11.03.17;Эвертон;Вест Бромвич;3;0;04.03.17;ВестБромвич;Кристал Пэлас;0;2;25.02.17;ВестБромвич;Борнмут;2;1;11.02.17;ВестХэм;Вест Бромвич;2;2;04.02.17;ВестБромвич;Сток Сити;1;0;Уотфорд;12;;29;9;7;13;34;48;36;34;34;34;33;33;32;Вест Бромвич;8;;30;12;8;10;39;38;53;51;50;44;36;34;34
2016-2017;31-й тур;Лестер;Сандерленд;2;0;Матч завершен 4 апреля 2017;Неизвестно;1,53;4,70;7,46;2,20;1,83;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;03.12.16;Сандерленд;Лестер;2;1;Английская Премьер-лига 2015-2016;10.04.16;Сандерленд;Лестер;0;2;Английская Премьер-лига 2015-2016;08.08.15;Лестер;Сандерленд;4;2;Английская Премьер-лига 2014-2015;16.05.15;Сандерленд;Лестер;0;0;Английская Премьер-лига 2014-2015;22.11.14;Лестер;Сандерленд;0;0;01.04.17;Лестер;Сток Сити;2;0;18.03.17;ВестХэм;Лестер;2;3;04.03.17;Лестер;Халл Сити;3;1;27.02.17;Лестер;Ливерпуль;3;1;12.02.17;Суонси;Лестер;2;0;05.02.17;Лестер;Манчестер Юнайтед;0;3;31.01.17;Бернли;Лестер;1;0;01.04.17;Уотфорд;Сандерленд;1;0;18.03.17;Сандерленд;Бернли;0;0;05.03.17;Сандерленд;Манчестер Сити;0;2;25.02.17;Эвертон;Сандерленд;2;0;11.02.17;Сандерленд;Саутгемптон;0;4;04.02.17;КристалПэлас;Сандерленд;0;4;31.01.17;Сандерленд;Тоттенхэм;0;0;Лестер;13;;29;9;6;14;35;47;34;34;34;33;33;32;31;Сандерленд;20;;29;5;5;19;24;51;28;27;23;20;0;0;0
2016-2017;30-й тур;Арсенал;Манчестер Сити;2;2;Матч завершен 2 апреля 2017;Неизвестно;2,89;3,92;2,44;3,02;1,50;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;18.12.16;Манчестер Сити;Арсенал;2;1;Английская Премьер-лига 2015-2016;08.05.16;Манчестер Сити;Арсенал;2;2;Английская Премьер-лига 2015-2016;21.12.15;Арсенал;Манчестер Сити;2;1;Английская Премьер-лига 2014-2015;18.01.15;Манчестер Сити;Арсенал;0;2;Английская Премьер-лига 2014-2015;13.09.14;Арсенал;Манчестер Сити;2;2;18.03.17;ВестБромвич;Арсенал;3;1;04.03.17;Ливерпуль;Арсенал;3;1;11.02.17;Арсенал;Халл Сити;2;0;04.02.17;Челси;Арсенал;3;1;31.01.17;Арсенал;Уотфорд;1;2;22.01.17;Арсенал;Бернли;2;1;14.01.17;Суонси;Арсенал;0;4;19.03.17;МанчестерСити;Ливерпуль;1;1;08.03.17;МанчестерСити;Сток Сити;0;0;05.03.17;Сандерленд;Манчестер Сити;0;2;13.02.17;Борнмут;Манчестер Сити;0;2;05.02.17;МанчестерСити;Суонси;2;1;01.02.17;ВестХэм;Манчестер Сити;0;4;21.01.17;МанчестерСити;Тоттенхэм;2;2;Арсенал;6;;27;15;5;7;56;34;59;57;53;50;50;44;36;Манчестер Сити;4;;28;17;6;5;54;30;69;62;59;57;53;50;50
2016-2017;30-й тур;Суонси;Мидлсбро;0;0;Матч завершен 2 апреля 2017;Неизвестно;1,93;3,48;4,92;1,77;2,25;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;17.12.16;Мидлсбро;Суонси;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.17;Борнмут;Суонси;2;0;11.03.17;ХаллСити;Суонси;2;1;04.03.17;Суонси;Бернли;3;2;25.02.17;Челси;Суонси;3;1;12.02.17;Суонси;Лестер;2;0;05.02.17;МанчестерСити;Суонси;2;1;31.01.17;Суонси;Саутгемптон;2;1;19.03.17;Мидлсбро;Манчестер Юнайтед;1;3;04.03.17;СтокСити;Мидлсбро;2;0;25.02.17;КристалПэлас;Мидлсбро;1;0;11.02.17;Мидлсбро;Эвертон;0;0;04.02.17;Тоттенхэм;Мидлсбро;1;0;31.01.17;Мидлсбро;Вест Бромвич;1;1;21.01.17;Мидлсбро;Вест Хэм;1;3;Суонси;17;;29;8;3;18;36;63;33;32;31;27;27;22;20;Мидлсбро;19;;28;4;10;14;20;33;31;27;27;22;20;0;0
2016-2017;30-й тур;Саутгемптон;Борнмут;0;0;Матч завершен 1 апреля 2017;Неизвестно;1,70;4,10;5,75;2,22;1,80;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;18.12.16;Борнмут;Саутгемптон;1;3;Английская Премьер-лига 2015-2016;01.03.16;Борнмут;Саутгемптон;2;0;Английская Премьер-лига 2015-2016;01.11.15;Саутгемптон;Борнмут;2;0;0;0;0;0;0;0;0;0;0;0;0;0;19.03.17;Тоттенхэм;Саутгемптон;2;1;04.03.17;Уотфорд;Саутгемптон;3;4;11.02.17;Сандерленд;Саутгемптон;0;4;04.02.17;Саутгемптон;Вест Хэм;1;3;31.01.17;Суонси;Саутгемптон;2;1;22.01.17;Саутгемптон;Лестер;3;0;14.01.17;Бернли;Саутгемптон;1;0;18.03.17;Борнмут;Суонси;2;0;11.03.17;Борнмут;Вест Хэм;3;2;04.03.17;МанчестерЮнайтед;Борнмут;1;1;25.02.17;ВестБромвич;Борнмут;2;1;13.02.17;Борнмут;Манчестер Сити;0;2;04.02.17;Эвертон;Борнмут;6;3;31.01.17;Борнмут;Кристал Пэлас;0;2;Саутгемптон;11;;27;9;6;12;33;36;44;36;34;33;33;33;33;Борнмут;12;;29;9;6;14;42;54;36;34;0;33;0;0;32
2016-2017;30-й тур;Манчестер Юнайтед;Вест Бромвич;0;0; Матч завершен 1 апреля 2017;Неизвестно;1,40;5,10;9,70;2,03;1,96;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;17.12.16;Вест Бромвич;Манчестер Юнайтед;0;2;Английская Премьер-лига 2015-2016;06.03.16;Вест Бромвич;Манчестер Юнайтед;1;0;Английская Премьер-лига 2015-2016;07.11.15;Манчестер Юнайтед;Вест Бромвич;2;0;Английская Премьер-лига 2014-2015;02.05.15;Манчестер Юнайтед;Вест Бромвич;0;1;Английская Премьер-лига 2014-2015;20.10.14;Вест Бромвич;Манчестер Юнайтед;2;2;19.03.17;Мидлсбро;Манчестер Юнайтед;1;3;04.03.17;МанчестерЮнайтед;Борнмут;1;1;11.02.17;МанчестерЮнайтед;Уотфорд;2;0;05.02.17;Лестер;Манчестер Юнайтед;0;3;01.02.17;МанчестерЮнайтед;Халл Сити;0;0;21.01.17;СтокСити;Манчестер Юнайтед;1;1;15.01.17;МанчестерЮнайтед;Ливерпуль;1;1;18.03.17;ВестБромвич;Арсенал;3;1;11.03.17;Эвертон;Вест Бромвич;3;0;04.03.17;ВестБромвич;Кристал Пэлас;0;2;25.02.17;ВестБромвич;Борнмут;2;1;11.02.17;ВестХэм;Вест Бромвич;2;2;04.02.17;ВестБромвич;Сток Сити;1;0;31.01.17;Мидлсбро;Вест Бромвич;1;1;Манчестер Юнайтед;5;;27;14;10;3;42;23;59;59;57;52;50;50;43;Вест Бромвич;8;;29;12;7;10;39;38;52;50;50;43;36;33;33
2016-2017;30-й тур;Челси;Кристал Пэлас;1;2;Матч завершен 1 апреля 2017;Неизвестно;1,36;5,60;12,00;2,22;1,84;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;17.12.16;Кристал Пэлас;Челси;0;1;Английская Премьер-лига 2015-2016;03.01.16;Кристал Пэлас;Челси;0;3;Английская Премьер-лига 2015-2016;29.08.15;Челси;Кристал Пэлас;1;2;Английская Премьер-лига 2014-2015;03.05.15;Челси;Кристал Пэлас;1;0;Английская Премьер-лига 2014-2015;18.10.14;Кристал Пэлас;Челси;1;2;18.03.17;СтокСити;Челси;1;2;06.03.17;ВестХэм;Челси;1;2;25.02.17;Челси;Суонси;3;1;12.02.17;Бернли;Челси;1;1;04.02.17;Челси;Арсенал;3;1;31.01.17;Ливерпуль;Челси;1;1;22.01.17;Челси;Халл Сити;2;0;18.03.17;КристалПэлас;Уотфорд;1;0;04.03.17;ВестБромвич;Кристал Пэлас;0;2;25.02.17;КристалПэлас;Мидлсбро;1;0;11.02.17;СтокСити;Кристал Пэлас;1;0;04.02.17;КристалПэлас;Сандерленд;0;4;31.01.17;Борнмут;Кристал Пэлас;0;2;21.01.17;КристалПэлас;Эвертон;0;1;Челси;1;;28;22;3;3;59;21;0;0;0;69;59;59;57;Кристал Пэлас;16;;28;8;4;16;36;46;32;31;30;28;27;24;22
2016-2017;30-й тур;Уотфорд;Сандерленд;1;0;Матч завершен 1 апреля 2017;Неизвестно;2,02;3,54;4,26;1,84;2,14;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;17.12.16;Сандерленд;Уотфорд;1;0;Английская Премьер-лига 2015-2016;15.05.16;Уотфорд;Сандерленд;2;2;Английская Премьер-лига 2015-2016;12.12.15;Сандерленд;Уотфорд;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18.03.17;КристалПэлас;Уотфорд;1;0;04.03.17;Уотфорд;Саутгемптон;3;4;25.02.17;Уотфорд;Вест Хэм;1;1;11.02.17;МанчестерЮнайтед;Уотфорд;2;0;04.02.17;Уотфорд;Бернли;2;1;31.01.17;Арсенал;Уотфорд;1;2;21.01.17;Борнмут;Уотфорд;2;2;18.03.17;Сандерленд;Бернли;0;0;05.03.17;Сандерленд;Манчестер Сити;0;2;25.02.17;Эвертон;Сандерленд;2;0;11.02.17;Сандерленд;Саутгемптон;0;4;04.02.17;КристалПэлас;Сандерленд;0;4;31.01.17;Сандерленд;Тоттенхэм;0;0;21.01.17;ВестБромвич;Сандерленд;2;0;Уотфорд;14;;28;8;7;13;33;48;33;33;32;31;30;28;27;Сандерленд;20;;28;5;5;18;24;50;27;24;22;20;0;0;0
2016-2017;30-й тур;Лестер;Сток Сити;2;0;Матч завершен 1 апреля 2017;Неизвестно;1,97;3,57;4,54;1,88;2,10;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;17.12.16;Сток Сити;Лестер;2;2;Английская Премьер-лига 2015-2016;23.01.16;Лестер;Сток Сити;3;0;Английская Премьер-лига 2015-2016;19.09.15;Сток Сити;Лестер;2;2;Английская Премьер-лига 2014-2015;17.01.15;Лестер;Сток Сити;0;1;Английская Премьер-лига 2014-2015;13.09.14;Сток Сити;Лестер;0;1;18.03.17;ВестХэм;Лестер;2;3;04.03.17;Лестер;Халл Сити;3;1;27.02.17;Лестер;Ливерпуль;3;1;12.02.17;Суонси;Лестер;2;0;05.02.17;Лестер;Манчестер Юнайтед;0;3;31.01.17;Бернли;Лестер;1;0;22.01.17;Саутгемптон;Лестер;3;0;18.03.17;СтокСити;Челси;1;2;08.03.17;МанчестерСити;Сток Сити;0;0;04.03.17;СтокСити;Мидлсбро;2;0;26.02.17;Тоттенхэм;Сток Сити;4;0;11.02.17;СтокСити;Кристал Пэлас;1;0;04.02.17;ВестБромвич;Сток Сити;1;0;01.02.17;СтокСити;Эвертон;1;1;Лестер;15;;28;8;6;14;33;47;33;32;31;30;28;27;24;Сток Сити;9;;29;9;9;11;33;42;50;50;43;36;33;33;33
2016-2017;30-й тур;Халл Сити;Вест Хэм;2;1;Матч завершен 1 апреля 2017;Неизвестно;2,47;3,42;3,19;2,04;1,99;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;17.12.16;Вест Хэм;Халл Сити;1;0;Английская Премьер-лига 2014-2015;18.01.15;Вест Хэм;Халл Сити;3;0;Английская Премьер-лига 2014-2015;15.09.14;Халл Сити;Вест Хэм;2;1;Английская Премьер-лига 2013-2014;26.03.14;Вест Хэм;Халл Сити;2;1;Английская Премьер-лига 2013-2014;29.09.13;Халл Сити;Вест Хэм;1;0;18.03.17;Эвертон;Халл Сити;4;0;11.03.17;ХаллСити;Суонси;2;1;04.03.17;Лестер;Халл Сити;3;1;25.02.17;ХаллСити;Бернли;1;1;11.02.17;Арсенал;Халл Сити;2;0;04.02.17;ХаллСити;Ливерпуль;2;0;01.02.17;МанчестерЮнайтед;Халл Сити;0;0;18.03.17;ВестХэм;Лестер;2;3;11.03.17;Борнмут;Вест Хэм;3;2;06.03.17;ВестХэм;Челси;1;2;25.02.17;Уотфорд;Вест Хэм;1;1;11.02.17;ВестХэм;Вест Бромвич;2;2;04.02.17;Саутгемптон;Вест Хэм;1;3;01.02.17;ВестХэм;Манчестер Сити;0;4;Халл Сити;18;;29;6;6;17;26;58;30;28;27;24;22;20;0;Вест Хэм;12;;29;9;6;14;40;52;36;0;0;33;32;31;30
2016-2017;30-й тур;Бернли;Тоттенхэм;0;2;Матч завершен 1 апреля 2017;Неизвестно;5,86;3,80;1,82;1,86;2,12;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;18.12.16;Тоттенхэм;Бернли;2;1;Английская Премьер-лига 2014-2015;05.04.15;Бернли;Тоттенхэм;0;0;Английская Премьер-лига 2014-2015;20.12.14;Тоттенхэм;Бернли;2;1;Английская Премьер-лига 2009-2010;09.05.10;Бернли;Тоттенхэм;4;2;Английская Премьер-лига 2009-2010;26.09.09;Тоттенхэм;Бернли;5;0;18.03.17;Сандерленд;Бернли;0;0;12.03.17;Ливерпуль;Бернли;2;1;04.03.17;Суонси;Бернли;3;2;25.02.17;ХаллСити;Бернли;1;1;12.02.17;Бернли;Челси;1;1;04.02.17;Уотфорд;Бернли;2;1;31.01.17;Бернли;Лестер;1;0;19.03.17;Тоттенхэм;Саутгемптон;2;1;05.03.17;Тоттенхэм;Эвертон;3;2;26.02.17;Тоттенхэм;Сток Сити;4;0;11.02.17;Ливерпуль;Тоттенхэм;2;0;04.02.17;Тоттенхэм;Мидлсбро;1;0;31.01.17;Сандерленд;Тоттенхэм;0;0;21.01.17;МанчестерСити;Тоттенхэм;2;2;Бернли;13;;29;9;5;15;31;42;33;33;33;32;31;30;28;Тоттенхэм;2;;28;17;8;3;55;21;0;0;69;59;0;57;52
2016-2017;30-й тур;Ливерпуль;Эвертон;3;1;Матч завершен 1 апреля 2017;Неизвестно;1,75;3,91;5,55;2,16;1,85;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2016-2017;19.12.16;Эвертон;Ливерпуль;0;1;Английская Премьер-лига 2015-2016;20.04.16;Ливерпуль;Эвертон;4;0;Английская Премьер-лига 2015-2016;04.10.15;Эвертон;Ливерпуль;1;1;Английская Премьер-лига 2014-2015;07.02.15;Эвертон;Ливерпуль;0;0;Английская Премьер-лига 2014-2015;27.09.14;Ливерпуль;Эвертон;1;1;19.03.17;МанчестерСити;Ливерпуль;1;1;12.03.17;Ливерпуль;Бернли;2;1;04.03.17;Ливерпуль;Арсенал;3;1;27.02.17;Лестер;Ливерпуль;3;1;11.02.17;Ливерпуль;Тоттенхэм;2;0;04.02.17;ХаллСити;Ливерпуль;2;0;31.01.17;Ливерпуль;Челси;1;1;18.03.17;Эвертон;Халл Сити;4;0;11.03.17;Эвертон;Вест Бромвич;3;0;05.03.17;Тоттенхэм;Эвертон;3;2;25.02.17;Эвертон;Сандерленд;2;0;11.02.17;Мидлсбро;Эвертон;0;0;04.02.17;Эвертон;Борнмут;6;3;01.02.17;СтокСити;Эвертон;1;1;Ливерпуль;4;;29;16;8;5;61;36;69;59;57;56;52;50;50;Эвертон;7;;29;14;8;7;51;30;56;52;0;50;43;36;33
