Сезон;Тур;Хоязяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2020-2021;37-й тур;Реал Сосьедад;Вальядолид;4;1;Матч завершен 16 мая 2021;1хСтавка;1.48;4.30;8.19;1.91;1.99;Winline;1.47;4.37;6.88;1.87;1.93;Fonbet;1.48;4.20;7.40;1.85;1.95;Ла Лига 2020-2021;13.09.20;Вальядолид;Реал Сосьедад;1;1;Ла Лига 2019-2020;28.02.20;Реал Сосьедад;Вальядолид;1;0;Ла Лига 2019-2020;08.12.19;Вальядолид;Реал Сосьедад;0;0;Ла Лига 2018-2019;31.03.19;Вальядолид;Реал Сосьедад;1;1;Ла Лига 2018-2019;09.12.18;Реал Сосьедад;Вальядолид;1;2;12.05.21;АтлетикоМадрид;Реал Сосьедад;2;1;07.05.21;РеалСосьедад;Эльче;2;0;01.05.21;Уэска;Реал Сосьедад;1;0;26.04.21;Эйбар;Реал Сосьедад;0;1;22.04.21;РеалСосьедад;Сельта;2;1;18.04.21;РеалСосьедад;Севилья;1;2;11.04.21;Валенсия;Реал Сосьедад;2;2;13.05.21;Вальядолид;Вильярреал;0;2;09.05.21;Валенсия;Вальядолид;3;0;02.05.21;Вальядолид;Бетис;1;1;28.04.21;АтлетикБильбао;Вальядолид;2;2;24.04.21;Вальядолид;Кадис;1;1;21.04.21;Эльче;Вальядолид;1;1;11.04.21;Вальядолид;Гранада;1;2;Реал Сосьедад;5;Лига Европы;36;15;11;10;54;37;78;76;74;56;55;55;50;Вальядолид;18;Вылет в Сегунду;36;5;16;15;32;51;35;34;33;31;30;30;0
2020-2021;37-й тур;Хетафе;Леванте;2;1;Матч завершен 16 мая 2021;1хСтавка;1.67;3.92;5.68;1.73;2.24;Winline;1.60;3.84;5.88;1.71;2.14;Fonbet;1.60;3.75;6.20;1.73;2.10;Ла Лига 2020-2021;05.12.20;Леванте;Хетафе;3;0;Ла Лига 2019-2020;19.07.20;Леванте;Хетафе;1;0;Ла Лига 2019-2020;01.12.19;Хетафе;Леванте;4;0;Ла Лига 2018-2019;02.02.19;Леванте;Хетафе;0;0;Ла Лига 2018-2019;06.10.18;Хетафе;Леванте;0;1;12.05.21;Сельта;Хетафе;1;0;09.05.21;Хетафе;Эйбар;0;1;02.05.21;Вильярреал;Хетафе;1;0;25.04.21;Уэска;Хетафе;0;2;22.04.21;Барселона;Хетафе;5;2;18.04.21;Хетафе;Реал Мадрид;0;0;10.04.21;Хетафе;Кадис;0;1;11.05.21;Леванте;Барселона;3;3;08.05.21;Алавес;Леванте;2;2;30.04.21;Сельта;Леванте;2;0;24.04.21;Эльче;Леванте;1;0;21.04.21;Леванте;Севилья;0;1;18.04.21;Леванте;Вильярреал;1;5;10.04.21;Эйбар;Леванте;0;1;Хетафе;16;;36;8;10;18;26;42;40;39;35;34;33;31;30;Леванте;13;;36;9;13;14;43;53;45;44;43;40;39;35;34
2020-2021;36-й тур;Гранада;Реал Мадрид;1;4;Матч завершен 13 мая 2021;1хСтавка;8.44;5.54;1.37;2.58;1.53;Winline;7.72;5.27;1.38;2.38;1.57;Fonbet;8.00;5.30;1.37;2.40;1.57;Ла Лига 2020-2021;23.12.20;Реал Мадрид;Гранада;2;0;Ла Лига 2019-2020;13.07.20;Гранада;Реал Мадрид;1;2;Ла Лига 2019-2020;05.10.19;Реал Мадрид;Гранада;4;2;Ла Лига 2016-2017;06.05.17;Гранада;Реал Мадрид;0;4;Ла Лига 2016-2017;07.01.17;Реал Мадрид;Гранада;5;0;10.05.21;Бетис;Гранада;2;1;02.05.21;Гранада;Кадис;0;1;29.04.21;Барселона;Гранада;1;2;25.04.21;Севилья;Гранада;2;1;22.04.21;Гранада;Эйбар;4;1;11.04.21;Вальядолид;Гранада;1;2;03.04.21;Гранада;Вильярреал;0;3;09.05.21;РеалМадрид;Севилья;2;2;01.05.21;РеалМадрид;Осасуна;2;0;24.04.21;РеалМадрид;Бетис;0;0;21.04.21;Кадис;Реал Мадрид;0;3;18.04.21;Хетафе;Реал Мадрид;0;0;10.04.21;РеалМадрид;Барселона;2;1;03.04.21;РеалМадрид;Эйбар;2;0;Гранада;10;;35;13;6;16;44;57;55;50;46;45;44;43;40;Реал Мадрид;3;Лига Чемпионов;35;22;9;4;60;26;0;80;76;75;74;56;55
2020-2021;36-й тур;Эйбар;Бетис;1;1;Матч завершен 13 мая 2021;1хСтавка;2.75;3.75;2.50;1.77;2.17;Winline;2.82;3.16; 2.61;1.67;2.21;Fonbet;2.90;3.25;2.50;1.72;2.12;Ла Лига 2020-2021;30.11.20;Бетис;Эйбар;0;2;Ла Лига 2019-2020;02.02.20;Эйбар;Бетис;1;1;Ла Лига 2019-2020;04.10.19;Бетис;Эйбар;1;1;Ла Лига 2018-2019;05.05.19;Эйбар;Бетис;1;0;Ла Лига 2018-2019;22.12.18;Бетис;Эйбар;1;1;09.05.21;Хетафе;Эйбар;0;1;01.05.21;Эйбар;Алавес;3;0;26.04.21;Эйбар;Реал Сосьедад;0;1;22.04.21;Гранада;Эйбар;4;1;18.04.21;АтлетикоМадрид;Эйбар;5;0;10.04.21;Эйбар;Леванте;0;1;03.04.21;РеалМадрид;Эйбар;2;0;10.05.21;Бетис;Гранада;2;1;02.05.21;Вальядолид;Бетис;1;1;24.04.21;РеалМадрид;Бетис;0;0;21.04.21;Бетис;Атлетик Бильбао;0;0;18.04.21;Бетис;Валенсия;2;2;11.04.21;Бетис;Атлетико Мадрид;1;1;04.04.21;Эльче;Бетис;1;1;Эйбар;20;Вылет в Сегунду;35;6;11;18;27;46;33;31;30;29;0;0;0;Бетис;7;Лига конференций;35;15;9;11;45;47;74;56;55;54;50;46;45
2020-2021;36-й тур;Вальядолид;Вильярреал;0;2;Матч завершен 13 мая 2021;1хСтавка;4.82;3.93;1.76;2.06;1.84;Winline;4.37;3.73;1.79;1.94;1.86;Fonbet;4.40;3.65;1.82;1.95;1.85;Ла Лига 2020-2021;02.11.20;Вильярреал;Вальядолид;2;0;Ла Лига 2019-2020;08.02.20;Вальядолид;Вильярреал;1;1;Ла Лига 2019-2020;21.09.19;Вильярреал;Вальядолид;2;0;Ла Лига 2018-2019;08.02.19;Вальядолид;Вильярреал;0;0;Ла Лига 2018-2019;30.09.18;Вильярреал;Вальядолид;0;1;09.05.21;Валенсия;Вальядолид;3;0;02.05.21;Вальядолид;Бетис;1;1;28.04.21;АтлетикБильбао;Вальядолид;2;2;24.04.21;Вальядолид;Кадис;1;1;21.04.21;Эльче;Вальядолид;1;1;11.04.21;Вальядолид;Гранада;1;2;05.04.21;Барселона;Вальядолид;1;0;09.05.21;Вильярреал;Сельта;2;4;02.05.21;Вильярреал;Хетафе;1;0;25.04.21;Вильярреал;Барселона;1;2;21.04.21;Алавес;Вильярреал;2;1;18.04.21;Леванте;Вильярреал;1;5;11.04.21;Вильярреал;Осасуна;1;2;03.04.21;Гранада;Вильярреал;0;3;Вальядолид;18;Вылет в Сегунду;35;5;16;14;32;49;35;34;33;31;30;29;0;Вильярреал;7;Лига конференций;35;13;13;9;53;42;74;56;54;52;50;46;45
2020-2021;36-й тур;Атлетико Мадрид;Реал Сосьедад;2;1;Матч завершен 12 мая 2021;1хСтавка;1.66;3.78;6.10; 1.84;2.07;Winline;1.68;3.72;5.53;1.70;2.18;Fonbet;1.65;3.70;5.70;1.72;2.12;Ла Лига 2020-2021;22.12.20;Реал Сосьедад;Атлетико Мадрид;0;2;Ла Лига 2019-2020;19.07.20;Атлетико Мадрид;Реал Сосьедад;1;1;Ла Лига 2019-2020;14.09.19;Реал Сосьедад;Атлетико Мадрид;2;0;Ла Лига 2018-2019;03.03.19;Реал Сосьедад;Атлетико Мадрид;0;2;Ла Лига 2018-2019;27.10.18;Атлетико Мадрид;Реал Сосьедад;2;0;08.05.21;Барселона;Атлетико Мадрид;0;0;01.05.21;Эльче;Атлетико Мадрид;0;1;25.04.21;АтлетикБильбао;Атлетико Мадрид;2;1;22.04.21;АтлетикоМадрид;Уэска;2;0;18.04.21;АтлетикоМадрид;Эйбар;5;0;11.04.21;Бетис;Атлетико Мадрид;1;1;04.04.21;Севилья;Атлетико Мадрид;1;0;07.05.21;РеалСосьедад;Эльче;2;0;01.05.21;Уэска;Реал Сосьедад;1;0;26.04.21;Эйбар;Реал Сосьедад;0;1;22.04.21;РеалСосьедад;Сельта;2;1;18.04.21;РеалСосьедад;Севилья;1;2;11.04.21;Валенсия;Реал Сосьедад;2;2;07.04.21;РеалСосьедад;Атлетик Бильбао;1;1;Атлетико Мадрид;1;Лига Чемпионов;35;23;8;4;61;22;0;0;0;77;76;75;74;Реал Сосьедад;5;Лига Европы;35;15;11;9;53;35;76;75;74;56;54;52;50
2020-2021;36-й тур;Сельта;Хетафе;1;0;Матч завершен 12 мая 2021;1хСтавка; 2.86;3.07;2.81;1.66;2.29;Winline;2.79;2.97;2.77;1.57;2.34;Fonbet;2.85;3.05;2.70;1.60;2.35;Ла Лига 2020-2021;23.12.20;Хетафе;Сельта;1;1;Ла Лига 2019-2020;07.03.20;Хетафе;Сельта;0;0;Ла Лига 2019-2020;03.11.19;Сельта;Хетафе;0;1;Ла Лига 2018-2019;09.02.19;Хетафе;Сельта;3;1;Ла Лига 2018-2019;01.10.18;Сельта;Хетафе;1;1;09.05.21;Вильярреал;Сельта;2;4;30.04.21;Сельта;Леванте;2;0;25.04.21;Сельта;Осасуна;2;1;22.04.21;РеалСосьедад;Сельта;2;1;18.04.21;Кадис;Сельта;0;0;12.04.21;Сельта;Севилья;3;4;04.04.21;Алавес;Сельта;1;3;09.05.21;Хетафе;Эйбар;0;1;02.05.21;Вильярреал;Хетафе;1;0;25.04.21;Уэска;Хетафе;0;2;22.04.21;Барселона;Хетафе;5;2;18.04.21;Хетафе;Реал Мадрид;0;0;10.04.21;Хетафе;Кадис;0;1;03.04.21;Осасуна;Хетафе;0;0;Сельта;8;;35;12;11;12;50;53;56;54;52;47;46;45;44;Хетафе;16;;35;8;10;17;26;41;40;39;35;34;31;30;30
2020-2021;36-й тур;Уэска;Атлетик Бильбао;1;0;Матч завершен 12 мая 2021;1хСтавка;2.61;3.33;2.87;1.77;2.17;Winline;2.61;3.08;2.88;1.60;2.26;Fonbet;2.65;3.15;2.80;1.65;2.25;Ла Лига 2020-2021;18.12.20;Атлетик Бильбао;Уэска;2;0;Ла Лига 2018-2019;18.02.19;Уэска;Атлетик Бильбао;0;1;Ла Лига 2018-2019;27.08.18;Атлетик Бильбао;Уэска;2;2;0;0;0;0;0;0;0;0;0;0;0;0;08.05.21;Кадис;Уэска;2;1;01.05.21;Уэска;Реал Сосьедад;1;0;25.04.21;Уэска;Хетафе;0;2;22.04.21;АтлетикоМадрид;Уэска;2;0;18.04.21;Алавес;Уэска;1;0;09.04.21;Уэска;Эльче;3;1;02.04.21;Леванте;Уэска;0;2;08.05.21;АтлетикБильбао;Осасуна;2;2;03.05.21;Севилья;Атлетик Бильбао;0;1;28.04.21;АтлетикБильбао;Вальядолид;2;2;25.04.21;АтлетикБильбао;Атлетико Мадрид;2;1;21.04.21;Бетис;Атлетик Бильбао;0;0;10.04.21;АтлетикБильбао;Алавес;0;0;07.04.21;РеалСосьедад;Атлетик Бильбао;1;1;Уэска;18;Вылет в Сегунду;35;6;12;17;33;52;35;34;31;30;30;29;0;Атлетик Бильбао;9;;35;11;13;11;46;38;54;52;47;46;45;44;43
2020-2021;36-й тур;Севилья;Валенсия;1;0;Матч завершен 12 мая 2021;1хСтавка;1.60;4.10;6.13;2.28;1.70;Winline;1.66;4.25;5.11;2.20;1.73;Fonbet;1.57;4.15;5.75;2.15;1.70;Кубок Испании 2020-2021;27.01.21;Севилья;Валенсия;3;0;Ла Лига 2020-2021;22.12.20;Валенсия;Севилья;0;1;Ла Лига 2019-2020;19.07.20;Севилья;Валенсия;1;0;Ла Лига 2019-2020;30.10.19;Валенсия;Севилья;1;1;Ла Лига 2018-2019;31.03.19;Севилья;Валенсия;0;1;09.05.21;РеалМадрид;Севилья;2;2;03.05.21;Севилья;Атлетик Бильбао;0;1;25.04.21;Севилья;Гранада;2;1;21.04.21;Леванте;Севилья;0;1;18.04.21;РеалСосьедад;Севилья;1;2;12.04.21;Сельта;Севилья;3;4;04.04.21;Севилья;Атлетико Мадрид;1;0;09.05.21;Валенсия;Вальядолид;3;0;02.05.21;Валенсия;Барселона;2;3;24.04.21;Валенсия;Алавес;1;1;21.04.21;Осасуна;Валенсия;3;1;18.04.21;Бетис;Валенсия;2;2;11.04.21;Валенсия;Реал Сосьедад;2;2;04.04.21;Кадис;Валенсия;2;1;Севилья;4;Лига Чемпионов;35;22;5;8;51;29;77;76;75;71;56;54;52;Валенсия;14;;35;9;12;14;46;51;44;43;40;39;35;34;31
2020-2021;36-й тур;Леванте;Барселона;3;3;Матч завершен 11 мая 2021;1хСтавка;13.80;7.97;1.20;4.00;1.26;Winline;14.00;8.63;1.17;3.96;1.22;Fonbet;14.00;8.00;1.18;—;—;Ла Лига 2020-2021;13.12.20;Барселона;Леванте;1;0;Ла Лига 2019-2020;02.02.20;Барселона;Леванте;2;1;Ла Лига 2019-2020;02.11.19;Леванте;Барселона;3;1;Ла Лига 2018-2019;27.04.19;Барселона;Леванте;1;0;Кубок Испании 2018-2019;18.01.19;Барселона;Леванте;3;0;08.05.21;Алавес;Леванте;2;2;30.04.21;Сельта;Леванте;2;0;24.04.21;Эльче;Леванте;1;0;21.04.21;Леванте;Севилья;0;1;18.04.21;Леванте;Вильярреал;1;5;10.04.21;Эйбар;Леванте;0;1;02.04.21;Леванте;Уэска;0;2;08.05.21;Барселона;Атлетико Мадрид;0;0;02.05.21;Валенсия;Барселона;2;3;29.04.21;Барселона;Гранада;1;2;25.04.21;Вильярреал;Барселона;1;2;22.04.21;Барселона;Хетафе;5;2;10.04.21;РеалМадрид;Барселона;2;1;05.04.21;Барселона;Вальядолид;1;0;Леванте;14;;35;9;12;14;40;50;44;43;39;39;35;34;31;Барселона;3;Лига Чемпионов;35;23;6;6;80;33;0;77;0;75;71;56;54
2020-2021;36-й тур;Эльче;Алавес;0;2;Матч завершен 11 мая 2021;1хСтавка;2.98;2.98;2.78;1.40;3.06;Winline;2.99;2.79;2.76;1.38;2.96;Fonbet;2.90;2.95;2.75;1.50;2.60;Ла Лига 2020-2021;18.10.20;Алавес;Эльче;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07.05.21;РеалСосьедад;Эльче;2;0;01.05.21;Эльче;Атлетико Мадрид;0;1;24.04.21;Эльче;Леванте;1;0;21.04.21;Эльче;Вальядолид;1;1;18.04.21;Осасуна;Эльче;2;0;09.04.21;Уэска;Эльче;3;1;04.04.21;Эльче;Бетис;1;1;08.05.21;Алавес;Леванте;2;2;01.05.21;Эйбар;Алавес;3;0;24.04.21;Валенсия;Алавес;1;1;21.04.21;Алавес;Вильярреал;2;1;18.04.21;Алавес;Уэска;1;0;10.04.21;АтлетикБильбао;Алавес;0;0;04.04.21;Алавес;Сельта;1;3;Эльче;19;Вылет в Сегунду;35;6;12;17;29;52;32;31;30;30;29;0;0;Алавес;16;;35;7;11;17;30;54;39;39;34;32;31;30;30
2020-2021;36-й тур;Осасуна;Кадис;3;2;Матч завершен 11 мая 2021;1хСтавка;1.89;3.74;4.38;1.86;2.05;Winline;1.79;3.60;4.60;1.77;2.05;Fonbet;1.80;3.60;4.60;1.80;2.00;Ла Лига 2020-2021;12.09.20;Кадис;Осасуна;0;2;Сегунда 2018-2019;19.05.19;Кадис;Осасуна;0;0;Сегунда 2018-2019;06.01.19;Осасуна;Кадис;2;1;0;0;0;0;0;0;0;0;0;0;0;0;08.05.21;АтлетикБильбао;Осасуна;2;2;01.05.21;РеалМадрид;Осасуна;2;0;25.04.21;Сельта;Осасуна;2;1;21.04.21;Осасуна;Валенсия;3;1;18.04.21;Осасуна;Эльче;2;0;11.04.21;Вильярреал;Осасуна;1;2;03.04.21;Осасуна;Хетафе;0;0;08.05.21;Кадис;Уэска;2;1;02.05.21;Гранада;Кадис;0;1;24.04.21;Вальядолид;Кадис;1;1;21.04.21;Кадис;Реал Мадрид;0;3;18.04.21;Кадис;Сельта;0;0;10.04.21;Хетафе;Кадис;0;1;04.04.21;Кадис;Валенсия;2;1;Осасуна;12;;35;10;11;14;33;43;46;45;43;41;39;39;34;Кадис;11;;35;11;10;14;31;50;47;46;45;43;41;39;39
2020-2021;35-й тур;Бетис;Гранада;2;1;Матч завершен 10 мая 2021;1хСтавка;1.79;3.90;4.61;2.05;1.86;Winline;1.78;3.70;4.52;1.87;1.93;Fonbet;1.80;3.65;4.50;1.90;1.90;Ла Лига 2020-2021;20.12.20;Гранада;Бетис;2;0;Ла Лига 2019-2020;15.06.20;Бетис;Гранада;2;2;Ла Лига 2019-2020;27.10.19;Гранада;Бетис;1;0;Ла Лига 2016-2017;17.02.17;Гранада;Бетис;4;1;Ла Лига 2016-2017;16.09.16;Бетис;Гранада;2;2;02.05.21;Вальядолид;Бетис;1;1;24.04.21;РеалМадрид;Бетис;0;0;21.04.21;Бетис;Атлетик Бильбао;0;0;18.04.21;Бетис;Валенсия;2;2;11.04.21;Бетис;Атлетико Мадрид;1;1;04.04.21;Эльче;Бетис;1;1;19.03.21;Бетис;Леванте;2;0;02.05.21;Гранада;Кадис;0;1;29.04.21;Барселона;Гранада;1;2;25.04.21;Севилья;Гранада;2;1;22.04.21;Гранада;Эйбар;4;1;11.04.21;Вальядолид;Гранада;1;2;03.04.21;Гранада;Вильярреал;0;3;21.03.21;Валенсия;Гранада;2;1;Бетис;7;Лига конференций;34;14;9;11;43;46;71;56;52;51;47;46;45;Гранада;10;;34;13;6;15;43;55;51;47;46;45;43;41;39
2020-2021;35-й тур;Реал Мадрид;Севилья;2;2;Матч завершен 9 мая 2021;1хСтавка;1.80;4.06;4.37;2.39;1.60;Winline;1.92;3.89;3.90;2.29;1.67;Fonbet;1.90;3.85;4.20;2.15;1.70;Ла Лига 2020-2021;05.12.20;Севилья;Реал Мадрид;0;1;Ла Лига 2019-2020;18.01.20;Реал Мадрид;Севилья;2;1;Ла Лига 2019-2020;22.09.19;Севилья;Реал Мадрид;0;1;Ла Лига 2018-2019;19.01.19;Реал Мадрид;Севилья;2;0;Ла Лига 2018-2019;26.09.18;Севилья;Реал Мадрид;3;0;01.05.21;РеалМадрид;Осасуна;2;0;24.04.21;РеалМадрид;Бетис;0;0;21.04.21;Кадис;Реал Мадрид;0;3;18.04.21;Хетафе;Реал Мадрид;0;0;10.04.21;РеалМадрид;Барселона;2;1;03.04.21;РеалМадрид;Эйбар;2;0;20.03.21;Сельта;Реал Мадрид;1;3;03.05.21;Севилья;Атлетик Бильбао;0;1;25.04.21;Севилья;Гранада;2;1;21.04.21;Леванте;Севилья;0;1;18.04.21;РеалСосьедад;Севилья;1;2;12.04.21;Сельта;Севилья;3;4;04.04.21;Севилья;Атлетико Мадрид;1;0;20.03.21;Вальядолид;Севилья;1;1;Реал Мадрид;3;Лига Чемпионов;34;22;8;4;58;24;0;77;75;74;70;56;52;Севилья;4;Лига Чемпионов;34;22;4;8;49;27;77;75;74;70;56;52;51
